trial_index,regularization,class_weight_balanced,macro_auroc_mean,macro_auroc_std,balanced_accuracy_mean,balanced_accuracy_std,composite_mean,composite_sem,selection_score,optimization_success_rate,mean_gate_metadata,mean_gate_uni2,mean_gate_virchow2,mean_gate_prism2
3,1.0,True,0.8757797341260073,0.03476725048665022,0.5207936507936508,0.09642318229110866,0.6982866924598292,0.01628223818498064,0.690145573367339,1.0,0.049361475,0.24562322,0.04921441,0.6558009
2,1.0,False,0.8756805277768009,0.03477722817546862,0.5207936507936508,0.09642318229110866,0.698237089285226,0.016284337475618037,0.690094920547417,1.0,0.0491753,0.2439615,0.049207315,0.6576559
4,10.0,False,0.8756996933937927,0.03509602827866564,0.5207936507936508,0.09642318229110866,0.6982466720937219,0.01633050167457525,0.6900814212564343,1.0,0.049914274,0.24933758,0.049916424,0.65083176
5,10.0,True,0.8756996933937927,0.03509602827866564,0.5207936507936508,0.09642318229110866,0.6982466720937219,0.01633050167457525,0.6900814212564343,1.0,0.04993344,0.24951026,0.049917288,0.6506391
6,100.0,False,0.8758828435769428,0.03490234470932018,0.518888888888889,0.09184635038263207,0.697385866232916,0.01574712361647051,0.6895123044246807,1.0,0.049991395,0.2499331,0.049991596,0.6500839
7,100.0,True,0.8758828435769428,0.03490234470932018,0.518888888888889,0.09184635038263207,0.697385866232916,0.01574712361647051,0.6895123044246807,1.0,0.04999332,0.24995045,0.049991686,0.6500646
1,0.1,True,0.8739782224906449,0.03628099183969412,0.5176190476190476,0.1006530345579667,0.6957986350548463,0.017186121520710515,0.687205574294491,1.0,0.04536334,0.22836606,0.04449157,0.681779
0,0.1,False,0.8747473338141041,0.03655864758726245,0.5152380952380953,0.10300317172380463,0.6949927145260996,0.017528986737819274,0.68622822115719,1.0,0.043962676,0.21681397,0.04463241,0.694591
