representation,trial_index,c_value,class_weight,repeat_index,fold_index,macro_auroc,balanced_accuracy,composite_score
early_concat,2,0.001,none,0,4,0.8698375175549088,0.511904761904762,0.6908711397298354
early_concat,2,0.001,none,1,0,0.8500873729445158,0.35000000000000003,0.6000436864722579
early_concat,2,0.001,none,1,1,0.8960031996988517,0.569047619047619,0.7325254093732354
early_concat,2,0.001,none,1,2,0.8844835237226542,0.5476190476190477,0.716051285670851
early_concat,2,0.001,none,1,3,0.8643752081252083,0.38095238095238093,0.6226637945387946
early_concat,2,0.001,none,1,4,0.8737712287712286,0.46190476190476193,0.6678379953379953
early_concat,2,0.001,none,2,0,0.8839417989417988,0.6166666666666666,0.7503042328042326
early_concat,2,0.001,none,2,1,0.9137442267877051,0.6333333333333334,0.7735387800605192
early_concat,2,0.001,none,2,2,0.8840288334853552,0.38095238095238093,0.6324906072188681
early_concat,2,0.001,none,2,3,0.8191637529137529,0.40476190476190477,0.6119628288378288
early_concat,2,0.001,none,2,4,0.8750228937728937,0.5976190476190476,0.7363209706959706
early_concat,3,0.001,balanced,0,0,0.761463800749515,0.37142857142857144,0.5664461860890433
early_concat,3,0.001,balanced,0,1,0.8747699402047228,0.5833333333333334,0.7290516367690281
early_concat,3,0.001,balanced,0,2,0.8915030259595477,0.5166666666666667,0.7040848463131072
early_concat,3,0.001,balanced,0,3,0.838957708957709,0.3571428571428571,0.5980502830502831
early_concat,3,0.001,balanced,0,4,0.8740528855202767,0.4642857142857143,0.6691692999029955
early_concat,3,0.001,balanced,1,0,0.8452595816881531,0.4639455782312925,0.6546025799597228
early_concat,3,0.001,balanced,1,1,0.8969115847920195,0.5333333333333333,0.7151224590626764
early_concat,3,0.001,balanced,1,2,0.878169547843461,0.6047619047619047,0.7414657263026829
early_concat,3,0.001,balanced,1,3,0.8658541458541459,0.4523809523809524,0.6591175491175492
early_concat,3,0.001,balanced,1,4,0.8675729886055974,0.43809523809523815,0.6528341133504177
early_concat,3,0.001,balanced,2,0,0.8896560846560846,0.567687074829932,0.7286715797430083
early_concat,3,0.001,balanced,2,1,0.9033518474279345,0.569047619047619,0.7361997332377768
early_concat,3,0.001,balanced,2,2,0.8788773183338401,0.5,0.68943865916692
early_concat,3,0.001,balanced,2,3,0.8183628871128873,0.40476190476190477,0.611562395937396
early_concat,3,0.001,balanced,2,4,0.8640187529861444,0.5928571428571429,0.7284379479216436
early_concat,4,0.01,none,0,0,0.7448924620353191,0.37142857142857144,0.5581605167319452
early_concat,4,0.01,none,0,1,0.8633633214611475,0.42857142857142855,0.645967375016288
early_concat,4,0.01,none,0,2,0.8833644978210196,0.5523809523809524,0.717872725100986
early_concat,4,0.01,none,0,3,0.8011613386613385,0.38095238095238093,0.5910568598068597
early_concat,4,0.01,none,0,4,0.8702640656445003,0.4642857142857143,0.6672748899651073
early_concat,4,0.01,none,1,0,0.8413777492348922,0.41632653061224495,0.6288521399235686
early_concat,4,0.01,none,1,1,0.8546160361377753,0.5214285714285715,0.6880223037831734
early_concat,4,0.01,none,1,2,0.8682368175302958,0.5476190476190477,0.7079279325746717
early_concat,4,0.01,none,1,3,0.8466113053613054,0.38095238095238093,0.6137818431568431
early_concat,4,0.01,none,1,4,0.8655051832225747,0.46190476190476193,0.6637049725636683
early_concat,4,0.01,none,2,0,0.8710425553282696,0.588095238095238,0.7295688967117537
early_concat,4,0.01,none,2,1,0.8949241519350215,0.569047619047619,0.7319858854913203
