representation,trial_index,c_value,class_weight,repeat_index,fold_index,macro_auroc,balanced_accuracy,composite_score
metadata,4,0.01,none,0,0,0.5133370069084355,0.16734693877551018,0.3403419728419729
metadata,4,0.01,none,0,1,0.6716050887518278,0.17142857142857143,0.4215168300901996
metadata,4,0.01,none,0,2,0.6696352741461437,0.21428571428571427,0.441960494215929
metadata,4,0.01,none,0,3,0.49762799700299704,0.14285714285714285,0.32024256993006994
metadata,4,0.01,none,0,4,0.608991977225673,0.19999999999999998,0.4044959886128365
metadata,4,0.01,none,1,0,0.6095048073619501,0.19999999999999998,0.40475240368097504
metadata,4,0.01,none,1,1,0.599567135762788,0.19999999999999998,0.39978356788139396
metadata,4,0.01,none,1,2,0.6759956347999826,0.14285714285714285,0.40942638882856275
metadata,4,0.01,none,1,3,0.5012393856143856,0.16666666666666666,0.33395302614052613
metadata,4,0.01,none,1,4,0.54672986433856,0.18095238095238095,0.36384112264547047
metadata,4,0.01,none,2,0,0.6781899449756593,0.236734693877551,0.45746231942660515
metadata,4,0.01,none,2,1,0.5642392028261594,0.14285714285714285,0.3535481728416511
metadata,4,0.01,none,2,2,0.5212201476060171,0.11904761904761905,0.3201338833268181
metadata,4,0.01,none,2,3,0.5420402514152514,0.14285714285714285,0.3424486971361971
metadata,4,0.01,none,2,4,0.545313373220982,0.19999999999999998,0.37265668661049095
metadata,5,0.01,balanced,0,0,0.5205961763104621,0.19591836734693877,0.35825727182870043
metadata,5,0.01,balanced,0,1,0.6061458197599503,0.38571428571428573,0.495930052737118
metadata,5,0.01,balanced,0,2,0.6595685292967902,0.2619047619047619,0.4607366456007761
metadata,5,0.01,balanced,0,3,0.45097922910422916,0.14285714285714285,0.296918185980686
metadata,5,0.01,balanced,0,4,0.5766301361681796,0.24761904761904763,0.4121245918936136
metadata,5,0.01,balanced,1,0,0.5518857597429025,0.20816326530612245,0.3800245125245125
metadata,5,0.01,balanced,1,1,0.5975839378013291,0.26666666666666666,0.4321253022339979
metadata,5,0.01,balanced,1,2,0.6029445373467113,0.3380952380952381,0.4705198877209747
metadata,5,0.01,balanced,1,3,0.5412989094239095,0.21428571428571425,0.3777923118548119
metadata,5,0.01,balanced,1,4,0.5304241229784709,0.20714285714285713,0.368783490060664
metadata,5,0.01,balanced,2,0,0.7032632050489193,0.2795918367346939,0.4914275208918066
metadata,5,0.01,balanced,2,1,0.5554527718658153,0.21428571428571427,0.3848692430757648
metadata,5,0.01,balanced,2,2,0.539471461509505,0.21428571428571433,0.37687858789760964
metadata,5,0.01,balanced,2,3,0.5633168914418915,0.16666666666666669,0.36499177905427904
metadata,5,0.01,balanced,2,4,0.48536393859763427,0.1904761904761905,0.33792006453691237
metadata,6,0.1,none,0,0,0.532574198288484,0.19591836734693877,0.3642462828177114
metadata,6,0.1,none,0,1,0.6647538783680087,0.19999999999999998,0.4323769391840043
metadata,6,0.1,none,0,2,0.6729652774761471,0.2619047619047619,0.46743501969045453
metadata,6,0.1,none,0,3,0.46524870962370957,0.10714285714285714,0.28619578338328333
metadata,6,0.1,none,0,4,0.6013454570791527,0.2357142857142857,0.41852987139671916
metadata,6,0.1,none,1,0,0.6136440015011443,0.2571428571428572,0.43539342932200076
metadata,6,0.1,none,1,1,0.6302205041335476,0.2357142857142857,0.43296739492391667
metadata,6,0.1,none,1,2,0.64955499210934,0.19047619047619047,0.4200155912927652
metadata,6,0.1,none,1,3,0.5357740176490177,0.14285714285714285,0.3393155802530803
metadata,6,0.1,none,1,4,0.5553314258205563,0.19285714285714287,0.37409428433884956
metadata,6,0.1,none,2,0,0.7381231070516785,0.2653061224489796,0.5017146147503291
metadata,6,0.1,none,2,1,0.567930402930403,0.2285714285714286,0.39825091575091576
metadata,6,0.1,none,2,2,0.5446971054308011,0.1904761904761905,0.36758664795349577
metadata,6,0.1,none,2,3,0.5620360889110888,0.16666666666666666,0.3643513777888777
metadata,6,0.1,none,2,4,0.5336104746702574,0.12380952380952381,0.3287099992398906
metadata,7,0.1,balanced,0,0,0.5134533191676048,0.19591836734693877,0.3546858432572718
metadata,7,0.1,balanced,0,1,0.6174274728894295,0.41428571428571426,0.5158565935875719
metadata,7,0.1,balanced,0,2,0.6806584719628198,0.35714285714285715,0.5189006645528385
metadata,7,0.1,balanced,0,3,0.46719301531801527,0.11904761904761904,0.29312031718281717
metadata,7,0.1,balanced,0,4,0.581068342888995,0.22380952380952376,0.4024389333492594
metadata,7,0.1,balanced,1,0,0.5807868586440014,0.20816326530612245,0.3944750619750619
metadata,7,0.1,balanced,1,1,0.6403353711505885,0.330952380952381,0.48564387605148474
metadata,7,0.1,balanced,1,2,0.6102210470688731,0.3619047619047619,0.48606290448681755
metadata,7,0.1,balanced,1,3,0.529551073926074,0.21428571428571427,0.37191839410589417
metadata,7,0.1,balanced,1,4,0.5391757879801359,0.20714285714285713,0.37315932256149653
metadata,7,0.1,balanced,2,0,0.7226120043977187,0.28775510204081634,0.5051835532192674
metadata,7,0.1,balanced,2,1,0.5772885809842332,0.2714285714285714,0.42435857620640227
metadata,7,0.1,balanced,2,2,0.6025841821222256,0.21428571428571433,0.40843494820396997
metadata,7,0.1,balanced,2,3,0.5834971278721278,0.14285714285714285,0.36317713536463536
metadata,7,0.1,balanced,2,4,0.522382771214293,0.16666666666666666,0.3445247189404798
metadata,8,1.0,none,0,0,0.5183626955055527,0.21122448979591837,0.3647935926507355
metadata,8,1.0,none,0,1,0.6476641745935224,0.2357142857142857,0.44168923015390404
metadata,8,1.0,none,0,2,0.7126776303406739,0.34523809523809523,0.5289578627893845
metadata,8,1.0,none,0,3,0.47229416416916414,0.15476190476190474,0.31352803446553446
metadata,8,1.0,none,0,4,0.6181832026668983,0.1880952380952381,0.4031392203810682
metadata,8,1.0,none,1,0,0.5995963824535254,0.20816326530612245,0.4038798238798239
metadata,8,1.0,none,1,1,0.664167390580434,0.2119047619047619,0.43803607624259794
metadata,8,1.0,none,1,2,0.6391456912652566,0.16666666666666669,0.4029061789659616
metadata,8,1.0,none,1,3,0.527262112887113,0.21428571428571427,0.37077391358641365
metadata,8,1.0,none,1,4,0.548357982597113,0.2285714285714286,0.3884647055842708
